RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.62,0.15,0:03.77,0,104760,0,0
90,3.60,0.26,0:03.87,5081,121297,26334,17129
80,3.63,0.31,0:03.95,4061,156824,63082,54613
70,3.71,0.31,0:04.02,4733,172488,74477,72427
60,3.74,0.36,0:04.10,4018,177464,75164,78063
50,3.68,0.53,0:04.23,15685,195616,91215,91650
40,3.96,1.26,0:05.23,67357,423471,234574,225439
30,4.30,1.99,0:06.30,20643,1270167,651569,673252
20,4.30,2.22,0:06.54,33157,1295597,682398,742819
10,4.69,3.98,0:08.71,37976,2625518,1281363,1541991
5,4.56,4.12,0:08.71,36703,2629064,1282837,1613560
