RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.30,0.19,0:02.27,23,101096,91,62
90,8.00,0.71,0:02.61,7642,134949,73623,50095
80,7.66,0.80,0:02.55,5132,157799,92675,60057
70,7.97,0.52,0:02.57,241,104776,68015,62913
60,8.05,0.66,0:02.63,13944,139234,83818,68403
50,8.29,1.03,0:02.76,12739,221214,164342,101183
40,9.50,3.13,0:03.64,42697,508922,478673,416246
30,9.09,4.39,0:03.88,11676,546202,533054,568564
20,10.91,4.60,0:04.52,170643,550562,543856,587664
10,11.01,4.20,0:04.36,134526,558291,547828,601776
5,12.66,13.96,0:08.72,1378234,906412,572268,914063
