RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.10,0.13,0:04.24,0,104863,0,0
90,4.04,0.25,0:04.29,5009,121428,182873,69904
80,4.07,0.33,0:04.41,5086,122272,302541,203062
70,4.04,0.40,0:04.44,3791,109674,298007,274206
60,4.07,0.44,0:04.52,3415,108614,299947,300413
50,4.16,0.39,0:04.56,3935,119802,359985,302289
40,4.29,1.15,0:05.46,29693,347343,999509,606090
30,4.40,2.14,0:06.55,7574,647198,2279743,2356676
20,4.54,2.22,0:06.78,11530,664453,2383086,2486291
