RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.59,0.77,0:06.37,114,678925,1739,671
90,5.65,0.81,0:06.46,1535,687863,80262,13846
80,5.78,0.85,0:06.64,1947,694308,151449,15507
70,5.72,0.98,0:06.71,10573,702133,194356,28639
60,5.79,1.37,0:07.17,47858,731642,293938,70092
50,6.30,1.78,0:08.08,75270,813292,365843,149229
40,5.89,2.33,0:08.24,121516,881172,475655,297751
30,6.10,2.74,0:08.86,180632,992841,568624,445568
20,6.15,3.02,0:09.19,190701,1071433,668442,602289
10,6.34,3.95,0:10.33,327060,1049069,722637,760934
5,7.15,3.55,0:10.76,243309,1200939,769435,850526
