RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,678964,495304.5,49806.83,114,812.170,9.363,,,,,1633,244.674,1.524,678964,19603.52,677.278
100,1,3077,3914.911,56.329,,,,,,,,,,,3077,146.143,1.998
100,2,1777,2591.708,3.848,2,14.522,3.110,,,,,8,0.331,0.000,1777,61.393,0.000
100,3,2073,2803.713,39494.82,,,,,,,,,,,2073,70.741,4.273
100,4,1624,2211.597,3.714,7,47.978,1.954,,,,,15,0.521,0.000,1624,55.951,0.000
90,0,689323,519648.1,705221.1,1535,9895.042,3.063,,,,,12678,2294.934,103.124,689323,20071.93,7069.643
90,1,976,1145.188,2.899,,,,,,,,,,,976,37.242,0.000
90,2,2118,3138.539,94.755,3,21.689,3.923,,,,,12,0.478,0.000,2118,87.510,2.554
90,3,2183,2822.580,17.532,7,62.014,27.428,,,,,22,0.743,0.000,2183,74.298,0.002
90,4,3135,3999.392,41.944,,,,,,,,,,,3135,142.448,1.102
80,0,696247,538280.2,116275.6,1948,12864.58,1.680,1,8201.275,0.000,,19570,2618.631,293.229,696247,20839.83,10760.81
80,1,1347,1780.168,2.415,1,11.664,0.000,,,,,3,0.079,0.000,1347,47.140,0.000
80,2,1051,1614.729,4.465,7,65.229,34.772,,,,,37,9.863,1.934,1051,39.262,0.000
80,3,962,1231.015,3.674,,,,,,,,,,,962,36.081,0.000
80,4,6043,7625.216,149.595,,,,,,,,,,,6043,352.253,5.665
70,0,712753,609550.7,202846.2,10573,69513.81,6764.588,7,72444.52,4650428,,36069,3363.496,193.271,712753,21400.44,12646.37
70,1,2458,3509.779,7.085,,,,,,,,,,,2458,84.807,0.000
70,2,2882,4129.949,4.648,1,8.400,0.000,,,,,9,0.365,0.000,2882,103.565,0.005
70,3,2265,2995.862,12.236,,,,,,,,,,,2265,77.187,0.001
70,4,1711,2246.814,1.744,,,,,,,,,,,1711,59.711,0.000
60,0,779494,951361.1,2337323,47859,338934.6,11933.26,11,92655.91,9101774,,102781,5184.064,703.848,779494,23427.19,5191.447
60,1,444,598.412,2.525,,,,,,,,,,,444,14.789,0.000
60,2,2738,4842.635,13.890,6,43.904,1.554,,,,,32,9.874,1.797,2738,131.317,0.270
60,3,2723,3723.986,5.347,1,11.443,0.000,,,,,9,0.417,0.000,2723,93.752,0.000
60,4,2617,3462.712,5.440,,,,,,,,,,,2617,105.842,0.237
50,0,888561,1283636,19590555,75270,540221.4,98871.10,16,126705.1,6861175,,212535,12495.94,20099.79,888561,29612.97,221653.6
50,1,1582,2188.360,4.677,,,,,,,,,,,1582,56.406,0.000
50,2,1096,1638.926,6.768,5,33.632,2.012,,,,,18,6.332,1.730,1096,39.884,0.000
50,3,933,1300.288,2.735,8,54.751,1.447,,,,,18,0.642,0.000,933,32.289,0.000
50,4,7332,9103.651,189.121,,,,,,,,,,,7332,372.276,3.577
40,0,1002689,1709204,7264054,121516,877873.7,32022.74,21,160117.2,3812978,,328140,20010.07,92759.10,1002689,31027.60,13393.66
40,1,707,991.956,3.567,,,,,,,,,,,707,39.114,0.296
40,2,686,1008.932,5.141,3,23.036,6.992,,,,,12,0.464,0.000,686,23.345,0.000
40,3,3900,5823.532,19.856,1,10.265,0.000,,,,,5,0.205,0.001,3900,137.465,0.001
40,4,3230,4220.891,10.967,,,,,,,,,,,3230,111.998,0.001
30,0,1173512,2295799,3249659,180632,1289566,73770.68,16,118604.3,3993719,,505266,42311.23,207057.1,1173512,37206.91,5154.302
30,1,223,324.467,6.820,2,17.540,11.073,,,,,4,0.107,0.000,223,7.778,0.000
30,2,4381,6866.703,39.406,5,35.538,2.809,,,,,13,0.494,0.000,4381,165.252,0.129
30,3,3379,4506.952,5.831,,,,,,,,,,,3379,118.701,0.000
30,4,3981,5415.801,12.254,,,,,,,,,,,3981,138.570,0.001
20,0,1262059,2509678,4630570,190701,1365172,234668.7,17,104646.9,3885194,,603206,72074.82,1236496,1262059,41264.03,25260.87
20,1,3264,4729.213,14.010,,,,,,,,,,,3264,115.027,0.001
20,2,3442,5405.346,15.257,7,54.363,15.460,,,,,38,10.778,1.115,3442,141.554,0.305
20,3,3097,4118.161,16.706,,,,,,,,,,,3097,125.052,0.725
20,4,3002,4022.741,44.628,,,,,,,,,,,3002,108.112,0.004
10,0,1376176,3510406,1568220,327060,2249945,387533.9,8,48694.66,3392209,,722393,91704.91,89983.76,1376176,46145.83,15772.97
10,1,2201,3074.032,13.808,,,,,,,,,,,2201,78.265,0.001
10,2,3465,6216.565,16.724,,,,,,,,,,,3465,149.622,0.306
10,3,4249,5676.040,36.254,,,,,,,,,,,4249,164.550,1.123
10,4,3098,4002.871,13.987,,,,,,,,,,,3098,124.671,0.692
5,0,1444510,3115144,1902882,243309,1730144,236045.2,7,36301.23,3371027,,788861,122433.8,175023.1,1444510,47576.53,104528.2
5,1,750,1055.959,2.497,3,26.209,3.988,,,,,7,0.220,0.000,750,30.736,0.000
5,2,449,721.781,3.805,,,,,,,,10,0.364,0.000,449,17.567,0.003
5,3,5558,7962.120,75.189,,,,,,,,,,,5558,194.796,0.007
5,4,4384,5838.414,21.395,,,,,,,,,,,4384,208.257,2.628
