RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.05,0.14,0:01.33,0,100491,0,0
90,4.23,0.51,0:01.49,2243,149679,55086,44393
80,4.28,0.51,0:01.56,2139,163412,66799,54535
70,4.27,0.41,0:01.51,1964,164090,70686,62073
60,4.20,0.59,0:01.53,1739,168385,70821,69685
50,4.44,0.58,0:01.59,3478,212694,95125,76211
40,5.69,3.18,0:02.58,7091,1085168,543702,353072
30,5.95,5.49,0:03.26,3846,1349748,688224,734053
20,6.17,5.25,0:03.27,5500,1394511,715438,772440
10,6.02,8.03,0:04.14,155443,1533021,758632,913847
5,7.13,6.84,0:04.01,29821,1863899,744508,929337
