RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.97,0.09,0:01.60,0,100476,0,0
90,4.25,0.96,0:02.01,42297,107381,59304,45798
80,4.24,1.09,0:02.10,50393,118085,75016,54739
70,4.12,1.32,0:02.16,58787,122132,78537,64532
60,4.20,1.33,0:02.19,63485,108726,73077,69288
50,4.32,1.69,0:02.35,72334,167164,107719,83630
40,5.54,5.10,0:03.99,164959,959306,564729,348219
30,5.82,7.47,0:05.12,249356,1078932,679333,749259
20,5.01,7.91,0:05.09,273532,1096018,703839,788095
10,4.89,8.10,0:05.22,282580,1099878,709609,800546
5,5.60,8.43,0:05.64,296235,1131086,729797,813412
