RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678843,513781.9,57370.86,29,232.506,6.859,,,,41531.24
100,1,2295,2843.143,13.065,,,,,,,
100,2,477,823.989,2.041,,,,,,,
100,3,1106,1406.132,2.915,,,,,,,
100,4,1175,1386.540,1.320,,,,,,,
90,0,689508,544069.4,166052.2,32,286.708,21.447,,,,49065.24
90,1,2217,2730.262,19.413,,,,,,,
90,2,632,1080.989,3.300,16,110.076,2.547,,,,
90,3,1684,2087.477,1.459,,,,,,,
90,4,1672,2041.650,2.183,,,,,,,
80,0,692733,558520.1,347403.5,362,3666.129,42.037,2,63066.27,21867385,50716.10
80,1,2583,3346.422,6.235,,,,,,,
80,2,440,1170.331,128.847,29,223.023,13.788,,,,
80,3,2258,2823.265,11.722,,,,,,,
80,4,2738,3376.543,4.397,,,,,,,
70,0,715178,600553.8,190082.4,2067,17295.30,14.912,9,309153.6,166618441,60615.24
70,1,6112,6776.972,96.934,,,,,,,
70,2,1092,1484.918,2.474,,,,,,,
70,3,2920,3696.065,3.878,,,,,,,
70,4,2493,3076.037,7.994,,,,,,,
60,0,780322,892296.8,1103400,17096,224148.0,112410.6,8,297311.4,763407052,89905.80
60,1,2000,2531.712,2.235,16,112.658,2.039,,,,
60,2,534,832.166,1.950,,,,,,,
60,3,736,905.608,2.056,,,,,,,
60,4,1118,1350.616,1.859,,,,,,,
50,0,890770,929507.6,5575113,9005,97482.64,1236.751,16,540370.1,476894547,157041.9
50,1,2471,3036.586,6.728,,,,,,,
50,2,411,742.275,1.182,,,,,,,
50,3,1581,1920.376,2.078,,,,,,,
50,4,670,754.457,0.787,,,,,,,
40,0,1028370,1204730,3881787,12574,149863.2,3180.815,22,755982.5,630148021,257040.4
40,1,3753,4691.308,25.113,,,,,,,
40,2,380,816.024,3.804,,,,,,,
40,3,3329,4553.961,11.770,,,,,,,
40,4,1444,1869.664,2.230,,,,,,,
30,0,1164696,1492615,8916979,16018,165660.3,4773.330,26,630593.9,458708471,359123.9
30,1,3649,5017.644,69.928,,,,,,,
30,2,907,1456.209,4.447,,,,,,,
30,3,4714,6250.498,45.945,,,,,,,
30,4,3053,3806.676,25.100,,,,,,,
20,0,1263085,1656508,352671.6,5236,66151.12,1401.431,27,611032.6,240400297,450799.8
20,1,2593,3174.431,3.856,,,,,,,
20,2,801,1376.371,2.494,16,113.189,3.270,,,,
20,3,2015,2419.859,2.001,,,,,,,
20,4,7566,8061.023,274.248,,,,,,,
10,0,1373124,1940492,2571611,2683,47431.24,303.879,23,426647.0,166736513,552120.2
10,1,1269,1678.157,2.385,33,252.640,11.475,,,,
10,2,488,1043.645,3.203,,,,,,,
10,3,389,459.950,0.961,,,,,,,
10,4,4215,5409.332,54.190,,,,,,,
5,0,1444194,2105715,4339486,4488,52901.93,562.831,25,328471.8,53873649,604798.9
5,1,3806,4979.146,26.653,,,,,,,
5,2,859,1459.829,2.651,,,,,,,
5,3,6539,8752.936,19.782,16,118.067,3.329,,,,
5,4,1763,2168.944,2.256,,,,,,,
