RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.61,0.77,0:06.38,29,678777,1493,588
90,5.57,0.88,0:06.46,32,689366,54021,13457
80,5.57,1.01,0:06.59,362,692317,146728,15562
70,5.62,1.27,0:06.90,2067,713112,206901,29427
60,5.78,1.52,0:07.32,17096,763229,304657,75970
50,5.78,1.89,0:07.69,8997,881689,371282,137815
40,5.87,2.41,0:08.31,12574,1015764,498449,300434
30,5.89,2.64,0:08.57,16018,1148553,554274,458986
20,6.05,2.71,0:08.82,5236,1257666,671436,579149
10,6.18,2.83,0:09.11,2683,1370515,712551,728174
5,7.04,2.78,0:09.93,4488,1439652,770472,797021
