RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.89,0.19,0:03.81,0,101094,0,0
90,7.31,0.56,0:04.23,40736,112692,60433,41534
80,7.06,0.72,0:04.17,47910,114401,66765,48762
70,7.28,0.69,0:04.29,57473,111126,67798,58413
60,7.46,0.81,0:04.42,64466,151526,89830,66046
50,7.34,1.01,0:04.48,76137,230498,137027,90719
40,8.60,2.42,0:05.86,171184,767425,442264,464160
30,8.29,3.00,0:06.03,204510,873058,522623,575521
20,8.75,2.91,0:06.26,222207,882590,535887,601260
10,8.44,3.24,0:06.28,231482,875259,537277,605204
5,9.03,3.54,0:06.75,247363,906688,560258,623202
