RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.06,0.13,0:01.35,0,100491,0,0
90,4.58,0.80,0:01.69,23069,116284,47868,44504
80,4.62,0.81,0:01.72,19927,115759,61356,53227
70,4.79,0.74,0:01.76,14155,117620,74617,65889
60,4.96,0.82,0:01.83,17587,116457,77642,74060
50,5.55,1.26,0:02.08,43433,131140,90465,88689
40,9.11,3.02,0:03.45,88530,316031,284972,281173
30,11.41,10.16,0:06.05,310833,666500,681941,731763
20,13.84,8.29,0:06.11,233208,718021,706258,772346
10,14.33,7.83,0:06.17,214436,745378,710896,778190
5,12.42,12.83,0:07.50,464429,753041,732161,825998
