RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.05,0.15,0:01.34,0,100491,0,0
90,4.45,0.43,0:01.53,6000,106692,54465,42874
80,4.38,0.45,0:01.53,7862,108442,68505,49715
70,4.35,0.61,0:01.57,22349,106496,70712,63817
60,4.41,0.49,0:01.57,12532,104685,70784,68893
50,4.49,0.66,0:01.62,13101,142802,93859,75016
40,7.06,2.95,0:02.88,89939,549816,497637,290201
30,8.59,5.94,0:04.09,284937,657793,690621,749764
20,9.01,5.72,0:04.14,283873,662967,704658,767924
10,8.01,6.49,0:04.09,423084,673535,714827,781572
5,7.00,8.91,0:04.80,590628,817788,735366,887855
