RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,99103,85949.79,1668.646,,,,,,,10345.45,,,,99103,18173.71,939.135,,,
100,1,795,1134.847,3.437,,,,,,,293.408,,,,795,349.866,2.927,,,
100,2,1197,2044.713,121.254,,,,,,,698.091,,,,1197,770.704,118.748,,,
100,3,603,2014.582,553.068,,,,,,,1400.622,,,,603,1449.580,551.064,,,
100,4,619,845.250,1.612,,,,,,,,,,,619,37.624,0.358,,,
90,0,100885,125869.3,328928.5,362,3072.546,18.603,2,14950.10,4556.496,39533.53,1886,2579.262,798.689,100885,47894.55,241429.3,,,
90,1,1719,29869.65,4089.567,363,2753.450,2.306,,,,24092.08,1009,880.740,306.858,1719,24272.46,3428.894,,,
90,2,7287,79825.00,56249.40,4287,35524.08,278.416,1,52398.24,0.000,29044.68,6567,1187.472,19360.80,7287,30054.41,43627.02,,,
90,3,3612,43217.32,181297.2,1020,8108.040,48.769,1,31283.48,0.000,28846.17,2857,1779.813,400.147,3612,29200.74,145500.1,,,
90,4,1051,1214.512,0.948,,,,,,,,,,,1051,39.195,0.000,,,
80,0,100365,126266.0,655108.5,111,1059.446,27.273,4,31077.02,606904.3,42039.95,1496,1750.126,526.858,100365,50270.52,517275.0,,,
80,1,1627,31345.39,3881.998,304,2525.448,9.617,,,,26244.55,700,581.555,431.694,1627,26394.36,3518.312,,,
80,2,11744,102262.5,236974.2,6313,49267.74,347.622,,,,33238.12,10793,550.451,27.715,11744,34880.24,213268.3,,,
80,3,3662,46308.13,51523.63,1150,8881.426,6.406,,,,32171.02,2856,753.016,33.030,3662,32540.97,48706.23,,,
80,4,869,1333.187,1.920,,,,,,,,,,,869,34.891,0.000,,,
70,0,100580,125301.5,422343.2,112,1013.935,22.902,6,47277.22,4278028,40638.81,1601,884.036,153.896,100580,49080.09,390612.7,,,
70,1,12870,123223.8,28988.19,11130,80828.72,423.403,1,20546.77,0.000,27322.59,12141,556.710,5.368,12870,28623.65,26767.72,,,
70,2,12927,118517.5,20958.80,9921,72152.27,295.934,1,38383.38,0.000,28074.93,12247,696.108,8.656,12927,29611.01,18324.18,,,
70,3,2981,42682.97,55124.19,1202,8818.326,5.298,1,10961.07,0.000,30019.41,2374,201.616,0.718,2981,30314.21,55366.56,,,
70,4,1041,1396.417,1.722,,,,,,,,,,,1041,38.285,0.000,,,
60,0,100615,133919.9,22039368,131,1060.204,13.691,5,32142.56,703949.1,46928.02,1553,398.205,18.550,100615,55479.66,21408175,,,
