RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100777,0
90,113270,6055
80,116803,7919
70,129339,22403
60,117768,12575
50,156378,13155
40,640548,89997
30,943167,284995
20,947252,283925
10,1098224,423143
5,1594523,590685
