RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,1.66,0:03.89,53418,733148,283999,60636
90,2.30,1.61,0:03.98,7,786559,386241,282388
80,2.15,1.76,0:03.97,7,786559,442801,283138
70,2.34,1.55,0:03.95,12,786565,490799,283777
60,2.37,2.47,0:05.09,188,996023,564523,499761
50,2.39,2.62,0:05.32,206,1048521,565354,549195
40,2.41,2.23,0:04.96,17,1048713,565594,562615
30,2.33,2.21,0:04.85,17,1048709,565593,562682
20,2.51,1.99,0:04.81,17,1048711,565591,562783
10,2.55,1.84,0:04.73,17,1048710,565588,562916
5,2.54,1.82,0:04.68,17,1048710,565591,562964
