RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.89,0.13,0:01.59,0,100476,0,0
90,4.13,0.30,0:01.78,1340,140418,44621,41795
80,4.13,0.38,0:01.82,1945,150979,57406,51821
70,4.12,0.45,0:01.85,2908,162697,73719,64331
60,4.21,0.43,0:01.89,4746,169260,75639,73006
50,4.83,0.61,0:02.15,26025,207679,105711,100523
40,5.23,2.04,0:02.79,5399,996667,495075,480578
30,5.37,3.08,0:03.25,8990,1338180,687015,733232
20,5.24,3.22,0:03.29,297,1375874,706111,767598
10,5.71,3.13,0:03.43,181,1382530,709332,775102
5,6.05,3.48,0:03.91,3835,1389874,716934,782534
