RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.08,0:03.57,0,100589,-9046766,0
90,3.54,0.75,0:04.29,42860,109211,-9046766,46628
80,3.50,0.91,0:04.42,50416,115113,-9110175,55065
70,3.52,1.09,0:04.62,59301,129676,-9183063,66540
60,3.50,1.12,0:04.63,63947,111440,-9266028,70335
50,3.56,1.30,0:04.87,72994,171311,-9340583,85606
40,3.75,3.86,0:07.86,157459,1122389,-9451831,466412
30,3.81,5.14,0:09.38,244798,1137440,-10104757,772973
20,3.75,5.21,0:09.37,245100,1137237,-10813759,778285
10,3.92,5.45,0:09.84,257617,1257700,-11522908,863178
5,4.28,6.45,0:11.39,315743,1582850,-12267307,1231597
