RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,1.56,0:04.25,32389,754177,283513,255256
90,2.38,1.46,0:04.31,32496,754069,343259,257757
80,2.37,1.61,0:04.37,32773,753793,411305,283443
70,2.43,1.57,0:04.46,32779,753798,464149,284240
60,2.41,2.78,0:05.53,84404,916139,564558,502794
50,2.47,2.86,0:05.63,94585,954142,565335,548392
40,2.58,2.74,0:05.57,97782,950947,565530,559611
30,2.65,4.84,0:07.50,524299,524427,565583,563150
20,2.66,2.58,0:05.42,93564,955163,565587,563118
10,2.55,4.69,0:07.25,524306,524420,565586,563118
5,2.64,4.54,0:07.18,524300,524427,565586,563109
