RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.39,0.37,0:04.18,0,257159,0,0
90,7.08,0.32,0:04.03,44,256657,26336,273
80,7.19,0.43,0:04.15,45,254342,49558,431
70,7.30,0.79,0:04.36,37891,269389,69527,41253
60,7.55,0.93,0:04.61,50039,263411,102817,53760
50,6.78,1.06,0:04.30,66814,222953,90681,71272
40,7.10,1.15,0:04.54,83163,262393,125418,88183
30,8.81,3.87,0:06.82,425117,693237,531768,436183
20,8.29,5.15,0:07.29,594495,585300,568593,613601
10,8.66,5.24,0:07.54,594892,585066,569043,618035
5,8.78,5.68,0:07.80,603273,604653,586157,627021
