RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.60,2.36,0:06.96,0,1445979,0,0
90,4.66,2.62,0:07.28,3226,1448639,196039,4628
80,4.77,2.70,0:07.48,3230,1449765,269452,5146
70,4.72,3.66,0:08.43,58778,1599808,553060,142559
60,4.87,5.27,0:10.16,127772,1957235,1034095,437446
50,5.15,7.61,0:12.78,273566,2303541,1533782,1198953
40,5.93,18.18,0:24.20,405523,4659292,4415648,4272735
30,5.81,20.98,0:26.88,354995,4879407,4757933,6667416
20,6.35,22.07,0:28.48,295262,4908778,4945175,8184804
10,6.03,22.59,0:28.65,31814,4942488,4995220,9757741
5,6.03,23.06,0:29.12,33459,4935006,4999443,10192092
