RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.09,0:04.01,0,104760,0,0
90,3.91,0.52,0:04.44,21631,119528,39144,24997
80,3.79,1.02,0:04.82,47240,124559,74147,53515
70,3.69,1.28,0:04.98,62656,117759,74488,69440
60,3.66,1.42,0:05.08,74481,125149,84856,81955
50,3.69,1.67,0:05.37,81169,201735,129388,95377
40,4.01,2.90,0:07.00,123939,640646,378632,250836
30,4.25,5.19,0:09.76,220382,1084930,665366,719547
20,4.23,5.50,0:10.07,231619,1109181,689164,754622
10,4.39,10.66,0:15.93,447888,2165687,1264759,1319515
5,4.45,10.94,0:16.53,457809,2207142,1282637,1629591
