RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.69,1.23,0:08.94,89,678108,5099,3370
90,7.93,1.64,0:09.64,1956,687442,214596,79481
80,7.91,1.86,0:09.84,1861,687558,439486,82871
70,7.83,2.77,0:10.67,6212,692495,833318,153377
60,7.89,3.77,0:11.74,19176,691985,1253084,215569
50,8.01,6.82,0:15.37,69423,773581,2024688,1048068
40,7.97,8.75,0:17.36,92119,883505,2633030,1909978
30,8.36,10.82,0:20.43,156684,1007464,3382491,3044518
20,8.37,12.19,0:22.68,169798,1055386,4080742,3841026
10,8.75,13.62,0:25.15,183086,1187839,4642170,4741122
5,8.99,13.43,0:24.70,199920,1392953,4534738,4394657
