RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786937,218444
90,842214,74
80,851595,64
70,850914,69
60,1141214,2291
50,1218438,241
40,1224766,149
30,1220285,72
20,1225727,75
10,1224777,71
5,1225865,78
