RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.94,0.10,0:01.60,0,100476,0,0
90,4.09,0.73,0:01.88,36476,105624,50710,39454
80,4.13,0.92,0:01.97,51453,105363,70731,55733
70,4.13,0.98,0:02.00,60120,106893,74849,65487
60,4.11,0.95,0:01.99,65468,104445,73116,70883
50,4.73,1.26,0:02.31,90349,159184,113892,107883
40,5.37,4.36,0:03.76,174785,834503,509590,446294
30,5.30,6.56,0:04.70,259279,1057618,673526,741234
20,5.99,6.80,0:05.06,275208,1094971,704112,789536
10,4.95,7.02,0:04.89,287077,1095645,709750,800339
5,5.73,7.51,0:05.43,306515,1111218,725174,810731
