RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,524905,640912.7,107211.9,27,286.631,77.357,,,,
100,1,5904,8832.699,135.578,,,,,,,
100,2,7634,12025.45,65.200,,,,,,,
100,3,7078,10389.49,37.793,,,,,,,
100,4,6767,10158.29,32.878,,,,,,,
90,0,786724,1103562,660537.4,36892,265126.7,1896.255,50,966357.9,117365135,
90,1,9194,14842.67,64.015,,,,,,,
90,2,8218,12250.32,35.618,,,,,,,
90,3,8223,12599.74,44.982,,,,,,,
90,4,8638,13547.74,97.922,,,,,,,
80,0,786752,1114512,18551186,36847,267721.2,17501.50,49,968644.3,126722395,
80,1,9279,13962.23,798.783,,,,,,,
80,2,8428,12470.37,60.818,,,,,,,
80,3,9264,14447.77,45.922,,,,,,,
80,4,9037,13748.64,3256.771,,,,,,,
70,0,786699,1122501,834569.1,36937,266180.3,2675.108,47,953231.9,109517019,
70,1,9610,15048.77,105.109,3,46.915,250.232,,,,
70,2,8894,12967.22,95.379,9,79.180,72.611,,,,
70,3,10910,16582.84,79.246,,,,,,,
70,4,8766,13226.56,43.150,,,,,,,
60,0,995246,1509439,1098842,84674,546465.4,26958.56,31,1033780,1693508130,
60,1,11933,18069.33,433.094,,,,,,,
60,2,8736,13177.29,46.425,,,,,,,
60,3,10193,15041.88,272.305,,,,,,,
60,4,11096,17104.95,88.332,,,,,,,
50,0,1048830,1596858,1444766,93784,598644.1,11384.19,46,931427.9,155136330,
50,1,10383,16424.69,600.833,,,,,,,
50,2,9199,14332.17,49.466,,,,,,,
50,3,11049,16836.24,135.125,,,,,,,
50,4,9241,13201.41,50.998,2,37.504,346.002,,,,
40,0,1048962,1659197,4553435,101966,646162.7,15582.33,49,999033.4,171884857,
40,1,8514,12745.00,44.029,2,38.942,257.327,,,,
40,2,10552,15372.51,50.184,1,34.323,0.000,,,,
40,3,8969,13701.51,54.533,,,,,,,
40,4,8719,12701.54,54.912,,,,,,,
30,0,1048855,1655833,277479750,101768,646187.2,33271.79,44,999583.4,315923017,
30,1,7996,12348.15,37.317,,,,,,,
30,2,7934,11898.42,42.691,,,,,,,
30,3,8514,12259.15,48.642,,,,,,,
30,4,7455,11219.89,37.183,,,,,,,
20,0,1048996,1634865,1350463,95727,612520.3,18160.51,45,896002.8,91716132,
20,1,9264,14406.49,39.787,,,,,,,
20,2,9263,13819.53,48.128,,,,,,,
20,3,7982,11685.05,34.474,,,,,,,
20,4,8856,13150.86,170.691,,,,,,,
10,0,1048782,1648607,3330113,95010,610127.4,13429.10,40,910502.0,221211773,
10,1,8122,13063.76,88.834,,,,,,,
10,2,9136,14032.53,88.947,,,,,,,
10,3,9324,13767.05,158.762,,,,,,,
10,4,10190,15650.46,299.328,,,,,,,
5,0,1048781,1655773,1391665,93192,602806.9,178867.6,37,843123.7,9382835,
5,1,8763,13688.13,44.901,,,,,,,
5,2,7317,10816.46,55.742,,,,,,,
5,3,8448,12376.76,61.626,,,,,,,
5,4,8693,13136.01,64.387,,,,,,,
