RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.50,0.71,0:03.22,12,524478,63891,46015
90,2.96,2.97,0:08.66,15,932551,1474059,1260022
80,3.10,2.33,0:06.06,14,872437,1199499,1354501
70,2.95,3.87,0:10.27,19,959510,2338271,2242750
60,2.79,4.44,0:11.61,19,988196,2440777,2236351
50,2.74,5.38,0:12.92,19,997444,2792843,2249667
40,2.74,5.76,0:13.30,19,996095,3125354,2252764
30,2.82,6.23,0:14.13,18,1000539,3650227,2253799
20,2.79,6.53,0:14.42,18,1000889,3875416,2236691
10,2.81,7.08,0:15.07,19,1002024,4073782,2227245
5,2.82,7.74,0:15.57,17,999130,4289733,2250175
