RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.41,1.24,0:03.66,7332,655008,0,8378
90,2.61,1.62,0:04.24,7,786557,0,266545
80,2.66,1.63,0:04.30,7,786557,0,266856
70,2.47,1.92,0:04.39,12,786560,0,267180
60,2.70,2.19,0:04.90,37,995288,0,477711
50,2.64,2.40,0:05.04,44,1048683,0,528414
40,2.76,2.19,0:04.95,17,1048708,0,531462
30,2.74,2.11,0:04.86,17,1048708,0,531449
20,2.73,2.08,0:04.82,17,1048709,0,531457
10,2.93,1.84,0:04.77,17,1048709,0,531455
5,2.79,2.09,0:04.88,16,1048709,0,531471
