RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.11,0:03.63,0,100590,0,0
90,3.59,0.22,0:03.85,939,140706,44388,42624
80,3.55,0.32,0:03.90,4141,153337,60419,55313
70,3.55,0.34,0:03.93,4158,162947,73976,66133
60,3.58,0.37,0:03.98,5586,170766,76746,74571
50,3.54,0.77,0:04.34,31465,216681,113427,106762
40,4.03,1.71,0:05.84,16462,1100277,552524,583713
30,3.87,2.26,0:06.31,2952,1379083,708750,762622
20,4.05,2.01,0:06.26,30,1382708,709364,776511
10,3.90,2.32,0:06.38,4940,1391923,715968,781808
5,4.20,3.46,0:07.81,74200,1821065,822466,1234851
