RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.12,0:03.60,0,100590,0,0
90,3.51,0.89,0:04.40,42765,109948,64376,46734
80,3.46,1.08,0:04.55,50591,114048,72089,55120
70,3.58,1.17,0:04.76,60029,127025,81880,65238
60,3.52,1.25,0:04.78,63510,111648,74454,70451
50,3.61,1.44,0:05.06,72138,164486,106861,85227
40,3.78,4.26,0:08.28,157101,1123696,653591,463840
30,3.79,6.01,0:10.21,262461,1120012,709208,777498
20,3.80,5.76,0:09.96,246248,1136245,709249,778668
10,3.88,6.17,0:10.50,258447,1249490,744060,856471
5,4.14,7.52,0:12.28,321268,1572548,815797,1229629
