RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.03,0.13,0:01.32,0,100491,0,0
90,4.30,0.50,0:01.51,27680,124039,56527,43021
80,4.22,0.65,0:01.53,29860,131993,69012,51126
70,4.25,0.64,0:01.55,38525,127126,71178,63636
60,4.28,0.67,0:01.56,53959,116378,72037,69386
50,4.45,0.74,0:01.62,62571,141425,88716,73690
40,7.25,3.78,0:03.13,181399,988914,588642,462001
30,7.69,4.93,0:03.62,253172,1100347,690728,762410
20,7.59,5.22,0:03.75,271328,1110680,709759,797060
10,7.78,5.16,0:03.80,263262,1120209,710080,799982
5,7.30,7.84,0:04.64,466370,1375028,744544,931488
