RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.61,0.21,0:02.95,0,101049,0,0
90,7.26,0.66,0:02.99,40158,115010,60882,41016
80,7.64,0.76,0:03.21,47736,116298,66891,48623
70,7.42,0.77,0:03.14,58412,131862,78576,59637
60,7.89,0.82,0:03.27,64805,156807,92606,66273
50,7.57,1.00,0:03.24,68583,224001,128461,71598
40,9.46,2.92,0:04.55,182915,828489,477373,499572
30,9.07,3.32,0:04.61,205657,872035,521041,575233
20,8.98,3.46,0:04.68,224491,878272,535845,597062
10,9.23,3.61,0:04.85,237614,872132,538376,605927
5,10.76,4.38,0:05.68,286489,936944,563294,635303
