RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99338,73369.62,4462.732,,,,,,,5838.980,,,
100,1,940,1324.825,119.762,,,,,,,485.015,,,
100,2,879,2057.613,474.401,,,,,,,1247.832,,,
100,3,1575,1721.702,5.644,,,,,,,,,,
100,4,1095,1322.545,1.597,,,,,,,,,,
90,0,114018,161647.3,58024.31,198,3339.034,123.934,2,105111.9,1057013300,24299.60,20689,49433.65,4981.251
90,1,17070,108505.8,6283.989,20,332.679,164.149,1,76758.64,0.000,22619.51,25160,65873.67,10849.13
90,2,16305,107540.0,5885.556,69,482.893,2.963,1,77612.34,0.000,23137.56,24072,64502.59,4318.746
90,3,764,1002.050,2.064,,,,,,,,,,
90,4,1451,1759.037,1.076,,,,,,,,,,
80,0,119365,170945.7,145690.0,129,1392.919,61.703,4,166802.9,376298802,29415.39,26444,52687.04,5677.703
80,1,24028,117299.5,21409.96,5,148.431,152.188,1,70619.78,0.000,26471.46,31884,67086.46,8927.352
80,2,21069,116856.7,20844.06,389,4284.439,71.706,1,73059.05,0.000,23821.73,27832,67092.92,14406.95
80,3,681,849.068,5.426,,,,,,,,,,
80,4,653,831.300,2.945,,,,,,,,,,
70,0,119557,175552.6,2161079,85,680.792,29.500,5,155785.0,142013258,31350.07,26841,52748.70,6397.376
70,1,24777,124263.7,10830.53,41,443.332,67.744,,,,28767.03,32678,68367.64,10521.92
70,2,21422,119915.3,9157.931,25,632.226,162.166,,,,26959.53,29743,66864.40,5423.622
70,3,538,672.191,1.286,,,,,,,,,,
70,4,681,842.548,1.431,,,,,,,,,,
60,0,119682,181374.6,58394.33,67,967.060,103.889,6,163696.1,51116352,31885.41,27799,56200.04,5923.005
60,1,25763,127277.3,20814.71,22,300.830,142.331,1,37733.62,0.000,29838.99,33914,69017.11,8571.653
60,2,24173,120099.8,218217.7,20,183.072,46.506,1,19517.11,0.000,28249.08,31861,65459.91,19035.72
60,3,1021,1285.010,1.131,,,,,,,,,,
60,4,801,1196.365,5.561,8,59.382,2.736,,,,,8,0.344,0.000
50,0,123274,192879.4,359288.7,428,4793.156,91.838,6,118832.8,34380609,32984.35,29348,56228.09,11546.03
50,1,25239,130979.6,35430.99,7,142.005,234.564,,,,30762.53,34057,70070.98,150476.9
50,2,57634,174022.3,90715.19,3017,27704.26,740.399,,,,32748.67,49362,66766.49,35910.01
50,3,390,521.926,1.187,,,,,,,,,,
50,4,1587,2374.234,3.750,35,241.812,3.372,,,,,35,1.269,0.000
40,0,436613,592488.5,1020169,1776,23369.24,90.295,9,330740.2,241885485,153557.2,202040,96037.79,445032.2
40,1,337337,528844.6,2766050,1134,17803.08,112.090,6,276607.4,38416115,147680.4,205086,112936.2,75064.43
40,2,318107,501918.3,813251.3,654,9780.131,112.345,10,470322.7,28361607,145620.2,194826,112901.1,110846.5
40,3,1484,2005.860,2.353,,,,,,,,,,
40,4,1751,2146.104,1.020,,,,,,,,,,
30,0,535469,1153825,2758671,327,5318.481,203.070,29,848910.2,95526010,315243.0,309120,385783.4,3591926
30,1,418948,1040816,2031080,281,4708.245,165.667,22,743598.0,59487204,297836.8,285991,381597.5,1001816
30,2,402632,1022777,2123014,330,7104.349,181.814,23,755087.8,60230113,289719.0,277825,381325.1,934313.9
30,3,1566,2269.140,1.977,,,,,,,,,,
30,4,2104,2603.235,59.553,,,,,,,,,,
20,0,547049,1217995,5633991,664,8987.448,146.124,39,877004.2,28618772,331836.9,327920,418092.0,741850.4
20,1,423143,1068731,6864813,474,6454.589,151.198,32,776926.1,15851713,304471.1,290581,396983.8,697234.8
20,2,423346,1068904,6563465,411,5407.333,175.917,37,880352.9,28556305,301818.5,291783,401120.5,729935.5
20,3,1940,2636.235,0.951,,,,,,,,,,
20,4,1637,2035.742,1.339,,,,,,,,,,
10,0,646085,2217097,10466871,64075,480173.8,47864.11,71,1632001,5643974,348072.4,435710,862081.9,4605625
10,1,519125,2045195,4981579,59775,443523.0,38933.91,68,1587199,5269686,323758.9,387836,853485.2,1621436
10,2,518806,2025022,5832324,56784,401604.0,42195.59,66,1556075,4148966,323980.2,385269,874797.4,1882807
10,3,3387,4598.666,4.698,,,,,,,,,,
10,4,3963,4730.438,4.412,,,,,,,,,,
5,0,561103,1901531,7503952,4202,43227.31,3912.047,12,165038.6,2621211,432594.2,414342,921699.6,9230826
5,1,434287,1743351,2671809,3601,35507.64,17747.10,5,66550.34,4675019,400814.8,369966,891072.2,1496462
5,2,435533,1811351,9477444,5511,61724.36,11613.48,6,79125.45,4208514,367980.7,378381,958077.8,1370523
5,3,358,587.848,2.933,,,,,,,,,,
5,4,3898,4004.606,36.629,,,,,,,,,,
