RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.10,0:01.60,0,100476,0,0
90,4.13,0.49,0:01.86,278,146922,50812,44300
80,4.04,0.67,0:01.94,494,163622,66734,54024
70,4.10,0.47,0:01.93,151,165402,70689,62437
60,4.13,0.56,0:01.96,100,168733,70792,69012
50,4.35,0.49,0:02.01,3452,202139,89601,76674
40,5.28,2.84,0:03.14,3564,1088221,540590,294706
30,4.86,5.16,0:04.00,938,1355323,691752,735449
20,4.92,5.36,0:04.12,1549,1391438,713849,771841
10,4.53,9.61,0:05.78,180618,1502947,753991,919173
5,5.82,3.82,0:04.30,13290,1417126,725490,792943
