RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.25,2.89,0:05.14,216445,570120,283290,233228
90,2.26,1.24,0:03.79,16,786549,342704,261915
80,2.34,1.28,0:03.89,8,786557,401599,282742
70,2.42,1.24,0:03.95,12,786560,456202,283533
60,2.49,1.82,0:04.80,1977,996081,564590,503612
50,2.56,1.85,0:04.94,190,1048538,565415,552802
40,2.52,1.94,0:04.94,96,1048626,565511,558084
30,2.75,1.77,0:04.95,20,1048708,565593,562802
20,2.74,1.78,0:04.92,19,1048709,565594,562901
10,2.60,1.95,0:04.91,20,1048708,565593,563008
5,2.85,1.72,0:04.91,19,1048709,565594,563060
