RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.09,0:03.57,0,100590,0,0
90,3.56,0.28,0:03.86,3351,144640,51398,45190
80,3.53,0.39,0:03.95,2980,160829,67005,54360
70,3.51,0.43,0:03.97,1848,163833,70645,62637
60,3.51,0.43,0:03.97,918,167488,70754,69000
50,3.60,0.48,0:04.11,5023,211351,95373,78336
40,4.02,1.74,0:05.85,15971,1213693,607713,307940
30,4.06,2.21,0:06.47,355,1381661,708569,765661
20,4.05,2.18,0:06.46,34,1382440,709217,776177
10,4.05,2.87,0:07.13,47239,1435312,743754,826577
5,3.91,3.63,0:07.76,38907,1862466,818489,1190282
