RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,104754,68474.37,690.214,,,,,,,,,,
100,1,2885,3400.744,16.403,,,,,,,,,,
100,2,484,688.265,2.637,,,,,,,,,,
100,3,2184,2778.570,49.609,,,,,,,,,,
100,4,1572,2041.934,2.014,,,,,,,,,,
90,0,126580,214460.1,112658.6,14373,130326.8,24590.49,1,14465.63,0.000,,19246,1961.163,193.161
90,1,714,814.614,2.095,,,,,,,,,,
90,2,134,297.013,0.125,,,,,,,,,,
90,3,3082,3605.854,57.725,,,,,,,,,,
90,4,1157,1415.503,2.426,,,,,,,,,,
80,0,167985,585177.7,1095661,51333,472984.8,55555.07,2,34210.89,23286511,,56395,4179.876,673.571
80,1,1772,2165.753,1.461,,,,,,,,,,
80,2,494,775.981,1.679,,,,,,,,,,
80,3,1197,1391.137,2.319,,,,,,,,,,
80,4,224,264.565,0.420,,,,,,,,,,
70,0,180385,688990.2,234309.7,66793,566818.3,50646.18,3,53272.61,29327129,,71855,4592.149,2621.985
70,1,2065,2780.299,1.915,,,,,,,,,,
70,2,486,648.914,0.551,,,,,,,,,,
70,3,1912,2151.580,1.176,,,,,,,,,,
70,4,1884,2293.869,1.501,,,,,,,,,,
60,0,194634,745865.9,1831638,75981,615761.7,288285.1,4,72616.22,13190914,,80348,5017.063,12594.98
60,1,3173,3440.140,46.376,,,,,,,,,,
60,2,734,1129.014,2.359,,,,,,,,,,
60,3,2492,3016.591,17.273,1,9.920,0.000,,,,,2,0.042,0.000
60,4,1984,2644.185,2.585,,,,,,,,,,
50,0,247666,904500.2,934352.8,88846,729828.0,63150.30,4,63367.99,12886772,,110145,18428.75,4725.036
50,1,1418,2026.409,5.284,3,24.780,4.256,,,,,21,26.457,7.907
50,2,444,687.123,2.475,,,,,,,,,,
50,3,1372,1641.260,3.285,,,,,,,,,,
50,4,466,541.463,1.972,,,,,,,,,,
40,0,576292,1723813,2897479,124869,1168629,539255.5,3,55183.22,14266866,,327970,217315.8,1173280
40,1,1275,1467.217,0.700,,,,,,,,,,
40,2,448,792.909,0.463,,,,,,,,,,
40,3,5194,6064.641,190.237,,,,,,,,,,
40,4,1849,2817.291,26.358,1,12.342,0.000,,,,,5,0.232,0.001
30,0,1294927,3747410,7909592,222240,2242896,1175258,4,62647.05,4178622,,856805,779858.5,8352935
30,1,3696,5042.810,40.420,,,,,,,,,,
30,2,728,1178.084,1.546,,,,,,,,,,
30,3,5717,8374.035,27.065,,,,,,,,,,
30,4,3092,3828.309,20.197,,,,,,,,,,
20,0,1344650,3983293,1566698,229678,2388611,3588094,3,57420.59,17262473,,901743,839989.6,2818958
20,1,7698,8246.317,113.749,,,,,,,,,,
20,2,819,1504.260,4.420,4,45.603,1.623,,,,,17,0.673,0.000
20,3,5080,7743.417,10563.24,,,,,,,,,,
20,4,2476,3247.632,7.229,,,,,,,,,,
10,0,2609953,8651254,2003178,460257,4969431,3884774,6,66492.06,6023454,,1891599,2220462,2501844
10,1,5048,6149.026,11.214,,,,,,,,,,
10,2,872,1750.158,5.923,5,46.296,14.270,,,,,13,5.314,1.779
10,3,5937,8287.265,83.997,,,,,,,,,,
10,4,2067,2778.377,3.457,,,,,,,,,,
5,0,2665749,8626994,2635397,455291,4926744,9753970,25,62638.32,535902.2,,1945196,2185141,16345559
5,1,4616,6005.106,61.364,,,,,,,,,,
5,2,944,1902.727,5.187,,,,,,,,,,
5,3,4673,6715.634,165.293,,,,,,,,,,
5,4,2757,3220.930,7.265,,,,,,,,,,
