RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104852,78051.39,942.644,,,,,,,6023.915
100,1,860,1040.639,2.437,,,,,,,
100,2,476,697.271,2.366,,,,,,,
100,3,1236,1312.820,1.465,,,,,,,
100,4,611,763.881,3.124,,,,,,,
90,0,141814,242469.0,170469.3,7925,124472.1,613.816,1,28505.21,0.000,17724.59
90,1,1420,1978.932,4.336,16,232.348,2.037,,,,
90,2,222,424.628,2.778,,,,,,,
90,3,2011,2302.431,1.274,,,,,,,
90,4,1310,1742.210,2.324,,,,,,,
80,0,172751,292088.8,434738.4,6773,107369.6,655.704,3,88713.77,11768581,40821.12
80,1,1000,1256.021,2.231,,,,,,,
80,2,555,830.328,1.704,,,,,,,
80,3,3759,4312.929,97.976,,,,,,,
80,4,1721,2174.146,1.497,,,,,,,
70,0,180756,282933.4,680027.2,4305,65299.90,382.402,5,137681.2,8051738,50123.06
70,1,4033,4214.689,28.953,,,,,,,
70,2,1245,1514.164,1.668,,,,,,,
70,3,2759,3203.570,2.795,,,,,,,
70,4,1862,2472.575,2.751,16,232.567,2.353,,,,
60,0,180870,287827.4,147229.4,3435,51084.66,98.290,5,128554.9,33040101,56225.19
60,1,1030,1116.993,0.763,,,,,,,
60,2,901,1297.650,3.503,,,,,,,
60,3,1933,2534.261,1.680,,,,,,,
60,4,1390,1840.082,2.871,9,129.295,3.806,,,,
50,0,204028,347962.2,1730238,6354,97336.97,512.061,7,138691.7,137718299,57220.99
50,1,75,123.275,0.839,,,,,,,
50,2,178,385.143,0.157,,,,,,,
50,3,2654,3548.403,46.981,,,,,,,
50,4,1952,2561.260,1.983,,,,,,,
40,0,402626,820837.5,1752485,22818,368136.4,18445.56,5,103460.6,44227787,119481.0
40,1,930,1138.890,2.246,,,,,,,
40,2,430,672.966,0.549,,,,,,,
40,3,2003,2461.104,1.876,,,,,,,
40,4,525,587.838,0.808,,,,,,,
30,0,1305026,1740885,2284553,17179,283413.1,4473.236,5,98340.35,42528023,461784.6
30,1,631,755.169,0.970,,,,,,,
30,2,239,576.842,3.697,,,,,,,
30,3,5839,6734.628,70.471,16,227.786,1.385,,,,
30,4,3134,4788.353,34.714,30,445.346,4.957,,,,
20,0,1341547,2051516,14883667,34101,541081.8,15291.77,6,92303.14,4522088,482050.0
20,1,3627,4507.213,113.127,,,,,,,
20,2,524,963.638,3.272,,,,,,,
20,3,4260,5535.907,39.160,,,,,,,
20,4,1856,2698.582,5.012,30,429.743,2.445,,,,
10,0,2530835,3509673,2454861,36640,533518.3,8280.920,5,96581.16,282608.9,924203.5
10,1,1278,1702.373,2.260,,,,,,,
10,2,589,1115.465,2.043,,,,,,,
10,3,7872,9250.758,274.760,,,,,,,
10,4,4773,6525.598,44.667,8,130.394,21.288,,,,
5,0,2664906,4083947,10075358,36762,525754.2,6430.228,7,92787.20,794824.9,1098854
5,1,2275,2864.632,15.348,,,,,,,
5,2,688,1216.215,3.203,,,,,,,
5,3,3253,4416.724,9.045,,,,,,,
5,4,805,915.028,3.153,,,,,,,
