RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.38,0.19,0:02.28,0,101063,0,0
90,7.38,0.80,0:02.44,40894,115733,61567,41720
80,7.55,0.83,0:02.53,48608,124719,70554,49561
70,7.80,0.74,0:02.58,57244,111200,67820,58211
60,7.79,0.82,0:02.58,64292,137152,82920,66106
50,8.29,1.00,0:02.74,68557,225295,129758,71575
40,9.32,3.53,0:03.70,183945,796023,461683,489443
30,9.51,3.45,0:03.75,211223,863693,519740,574354
20,9.60,3.48,0:03.87,224433,877447,534936,598232
10,9.90,3.90,0:04.10,249413,859813,537507,602008
5,12.37,9.01,0:06.69,735809,1149219,570663,784888
