RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.44,0.75,0:03.19,12,524478,109897,17147
90,2.40,3.40,0:06.43,12,814038,2440425,2156396
80,2.53,3.34,0:06.62,15,869316,2440053,2255204
70,2.40,3.37,0:06.52,17,886583,2462779,2255496
60,2.54,3.34,0:06.65,16,895673,2439344,2255229
50,2.52,3.43,0:06.78,19,910040,2509322,2256320
40,2.58,3.39,0:06.76,20,921413,2494708,2256031
30,2.65,3.40,0:06.86,15,931498,2492167,2255992
20,2.67,3.43,0:06.95,15,953872,2485738,2255933
