RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.53,0.83,0:06.37,87,678111,836,566
90,5.62,0.80,0:06.43,1481,687917,38666,11434
80,5.62,0.86,0:06.49,1448,687953,80559,11383
70,5.64,1.02,0:06.68,8566,691343,154765,25251
60,5.75,1.50,0:07.27,45063,717664,243832,87469
50,5.84,2.08,0:07.96,76518,767134,346554,171068
40,5.89,2.68,0:08.63,124595,849917,433295,302977
30,5.79,3.92,0:09.86,208434,955326,560434,495493
20,5.83,4.10,0:10.22,202043,1029962,651867,607579
10,6.25,4.41,0:11.00,240316,1131143,708321,765475
5,6.96,4.72,0:12.05,248520,1208665,778545,857121
