RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.33,0.81,0:03.14,1230,701417,189070,5289
90,2.23,2.45,0:04.69,172290,876501,565480,555344
80,2.20,2.25,0:04.46,133330,915467,565611,563047
70,2.24,2.43,0:04.68,165591,883205,565611,563052
60,2.26,2.42,0:04.68,165399,883401,565616,563054
50,2.18,2.37,0:04.55,137177,911632,565620,563065
40,2.36,2.54,0:04.90,196732,852080,565622,563056
30,2.46,2.13,0:04.60,143978,904831,565617,563062
20,2.46,2.08,0:04.54,131135,917680,565621,563062
10,2.49,2.12,0:04.62,142163,906655,565622,563065
5,2.51,3.69,0:06.21,414637,634183,565623,563066
