RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.66,0.80,0:03.47,12,524478,22592,9868
90,2.86,4.98,0:16.30,11,1007395,3392698,3304583
80,2.94,4.48,0:16.37,17,1011858,3389097,3095594
70,3.13,3.08,0:10.78,15,957193,2206719,1350288
60,2.98,4.08,0:09.61,20,877180,2294537,2425612
50,2.89,7.88,0:18.40,19,988461,4778125,3378765
40,2.84,8.38,0:19.57,15,1010432,5142274,3372381
30,2.83,8.56,0:19.52,18,1005504,5360886,3351451
20,2.96,9.31,0:20.71,18,1005638,5770921,3701907
10,2.72,50.57,0:53.81,15,571155,6147227,3354339
5,2.70,46.34,0:51.15,17,663697,6387854,3316905
