RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100627,76263.03,6211.027,,,,,,,6355.433,,,
100,1,1214,1489.643,2.211,,,,,,,,,,
100,2,562,777.152,1.076,,,,,,,,,,
100,3,815,1228.013,66.458,,,,,,,,,,
100,4,680,855.684,3.057,,,,,,,,,,
90,0,148023,231074.7,113361.2,3397,30062.61,114.728,2,62477.89,7287038,35088.15,65066,55511.14,4518.331
90,1,1568,2027.424,2.166,,,,,,,,,,
90,2,900,1222.197,2.080,,,,,,,,,,
90,3,1811,2192.159,1.445,8,57.480,1.614,,,,,8,0.308,0.000
90,4,1394,1645.760,0.929,,,,,,,,,,
80,0,162020,254599.9,74090.72,2724,23542.96,57.575,4,125999.0,23731053,41558.99,82802,68318.91,11817.32
80,1,1799,2220.674,2.905,,,,,,,,,,
80,2,498,857.277,1.246,,,,,,,,,,
80,3,1984,2464.074,1.684,,,,,,,,,,
80,4,1178,1486.852,2.080,,,,,,,,,,
70,0,165640,269401.1,1690928,1810,15532.77,23.065,5,160251.5,163021455,47415.91,89121,76440.05,20175.88
70,1,1538,1890.856,2.027,,,,,,,,,,
70,2,343,715.906,6.001,16,115.171,3.533,,,,,16,0.582,0.000
70,3,896,1051.355,0.999,,,,,,,,,,
70,4,374,410.006,0.358,,,,,,,,,,
60,0,168415,280502.3,90249.49,837,7033.332,17.502,6,141292.9,43963305,51994.84,96642,88143.39,10600.24
60,1,1875,2290.645,2.289,,,,,,,,,,
60,2,448,712.625,1.881,,,,,,,,,,
60,3,1688,2025.408,1.008,,,,,,,,,,
60,4,1303,1800.772,3.873,,,,,,,,,,
50,0,196086,324229.9,456964.5,3419,28102.08,83.412,7,134120.7,16692793,55929.01,111859,87556.92,25628.75
50,1,1593,1962.199,1.884,,,,,,,,,,
50,2,405,682.686,2.081,,,,,,,,,,
50,3,2042,2496.167,1.900,,,,,,,,,,
50,4,1300,1671.051,2.226,,,,,,,,,,
40,0,1213755,1481601,38849387,16432,232768.4,7033.626,5,115801.5,58849759,292634.4,700376,246372.9,315524.2
40,1,2483,3461.339,7.182,,,,,,,,,,
40,2,940,1472.469,4.308,,,,,,,,,,
40,3,4209,5583.795,58.648,,,,,,,,,,
40,4,2233,2938.621,15.572,16,111.953,2.041,,,,,16,0.581,0.000
30,0,1381556,2126673,2245163,151,2429.087,110.512,5,99218.82,50474652,540719.4,933060,625910.1,1240769
30,1,1402,1712.296,1.444,,,,,,,,,,
30,2,654,1094.505,0.924,,,,,,,,,,
30,3,5877,6668.616,1520.211,,,,,,,,,,
30,4,3456,4419.380,5.047,,,,,,,,,,
20,0,1382508,2159917,3658623,34,493.766,90.532,7,109838.0,9528985,541681.4,953148,670444.3,1396684
20,1,644,980.306,3.737,33,237.867,5.882,,,,,33,1.379,0.000
20,2,244,553.180,2.443,,,,,,,,,,
20,3,5251,7590.350,29.513,,,,,,,,,,
20,4,2924,3376.843,3.021,,,,,,,,,,
10,0,1485544,2709801,456258.9,49672,478551.2,69502.14,6,112433.2,4461868,554136.5,1016108,646686.8,711172.9
10,1,285,314.546,0.375,,,,,,,,,,
10,2,463,884.315,3.174,,,,,,,,,,
10,3,4966,7055.823,12.602,,,,,,,,,,
10,4,3956,4565.201,7.866,16,113.560,2.381,,,,,16,0.603,0.000
5,0,1898900,3231751,6565603,51720,463051.9,35574.33,7,96738.43,1765244,793966.4,1390297,664463.0,36092581
5,1,3080,3901.307,24.247,16,114.073,3.116,,,,,16,0.601,0.000
5,2,707,1263.516,2.650,,,,,,,,,,
5,3,3976,5449.064,10.807,,,,,,,,,,
5,4,2197,2745.799,16.383,,,,,,,,,,
