RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100617,63360.68,4883.689,,,,,,,,,,
100,1,1055,1308.872,2.096,,,,,,,,,,
100,2,411,651.363,3.391,,,,,,,,,,
100,3,960,1162.488,2.973,,,,,,,,,,
100,4,3243,3476.124,33.266,,,,,,,,,,
90,0,152145,505490.3,314161.8,42719,409998.0,21553.26,1,28415.57,0.000,,51503,1876.681,43.860
90,1,1448,1760.549,1.786,,,,,,,,,,
90,2,416,615.264,1.045,,,,,,,,,,
90,3,1343,1624.661,1.238,,,,,,,,,,
90,4,1254,1546.654,1.962,1,10.653,0.000,,,,,10,7.784,5.364
80,0,165142,544119.0,252204.8,50358,441676.3,48399.20,3,88025.42,4732906,,61846,2737.018,173.662
80,1,3906,4296.767,41.726,,,,,,,,,,
80,2,869,1106.953,1.479,,,,,,,,,,
80,3,1663,2095.723,1.933,,,,,,,,,,
80,4,1324,1614.020,1.691,1,10.592,0.000,,,,,3,0.089,0.000
70,0,190633,599213.8,752675.1,59844,483963.8,21689.18,5,161224.4,137464203,,77853,3858.357,949.121
70,1,1301,1671.061,3.157,,,,,,,,,,
70,2,294,518.423,1.514,,,,,,,,,,
70,3,17,34.308,1.218,,,,,,,,,,
70,4,1877,2566.521,2.802,1,10.080,0.000,,,,,7,0.301,0.000
60,0,172506,608785.0,233736.3,64302,497682.4,23321.03,5,129539.5,50410826,,69716,2482.656,93.190
60,1,1199,1788.470,60.905,,,,,,,,,,
60,2,502,763.792,2.224,,,,,,,,,,
60,3,882,1124.591,4.050,,,,,,,,,,
60,4,562,739.110,3.121,,,,,,,,,,
50,0,241237,741711.3,446192.6,73723,586914.1,47135.35,7,148580.3,62588425,,107475,11180.66,2693.629
50,1,1528,1939.612,2.589,,,,,,,,,,
50,2,242,454.855,1.464,,,,,,,,,,
50,3,1433,1707.164,1.668,,,,,,,,,,
50,4,679,911.190,3.337,,,,,,,,,,
40,0,1286279,2867204,23056364,158146,1712022,3646467,6,138397.1,85955021,,789313,465054.4,426318.7
40,1,1930,2426.392,1.955,,,,,,,,,,
40,2,631,1037.568,2.510,,,,,,,,,,
40,3,1679,2143.673,1.923,,,,,,,,,,
40,4,263,341.451,2.154,,,,,,,,,,
30,0,1382397,4003642,63600924,243382,2414651,993446.5,7,141361.7,216742742,,966585,802351.0,2437952
30,1,813,1007.590,1.449,,,,,,,,,,
30,2,312,671.494,1.114,,,,,,,,,,
30,3,6264,8635.687,124.923,1,10.233,0.000,,,,,2,0.038,0.000
30,4,3738,4321.510,17.817,,,,,,,,,,
20,0,1382584,4091330,4783793,264528,2510288,2422756,6,101791.2,57446497,,961949,782119.6,1064541
20,1,1523,1753.147,2.013,,,,,,,,,,
20,2,597,1096.259,3.950,,,,,,,,,,
20,3,780,976.470,1.406,,,,,,,,,,
20,4,4092,5035.562,6.043,,,,,,,,,,
10,0,1510807,4358444,70625.80,262752,2603410,2992147,5,97276.93,143548.2,,1085787,885571.6,1741914
10,1,2922,3697.562,4.919,5,41.609,3.558,,,,,8,0.277,0.000
10,2,655,1279.161,5.188,,,,,,,,,,
10,3,3207,4246.284,12.766,,,,,,,,,,
10,4,1067,1213.326,2.368,,,,,,,,,,
5,0,1895101,5454857,5170824,324681,3126310,2523271,7,95726.57,909358.2,,1525606,1223846,2314620
5,1,3741,4710.695,34.888,,,,,,,,,,
5,2,634,1308.321,5.019,,,,,,,,,,
5,3,5103,6968.115,269.606,,,,,,,,,,
5,4,1951,2710.065,3.853,1,10.879,0.000,,,,,4,0.184,0.001
