RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.07,0.20,0:02.76,0,101049,0,0
90,7.51,0.85,0:03.19,40562,138407,0,41674
80,7.63,0.78,0:03.21,48263,117293,0,49234
70,7.36,0.85,0:03.18,57603,120276,0,58869
60,7.90,0.95,0:03.39,64586,137393,0,66524
50,7.52,1.16,0:03.36,71544,239768,0,78067
40,9.05,3.95,0:04.84,220506,761890,0,443198
30,8.46,4.77,0:05.00,275575,801980,0,573082
20,8.96,4.94,0:05.24,277523,849818,0,602430
10,9.22,5.55,0:05.60,332200,981866,0,716285
5,10.35,4.57,0:05.66,359389,919266,0,687409
