RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.91,1.22,0:08.14,391,678557,1587,522
90,6.74,1.35,0:08.10,30,689363,75249,12580
80,7.20,1.25,0:08.45,304,693221,152016,13619
70,6.93,1.42,0:08.36,788,696174,201591,24222
60,6.91,1.81,0:08.72,13218,710045,284799,67541
50,7.27,1.84,0:09.12,4159,733722,378871,116623
40,7.01,2.25,0:09.27,5467,743576,482058,267954
30,7.36,2.26,0:09.63,14926,730152,538508,439745
20,7.34,2.46,0:09.82,2136,733755,639322,536302
10,7.46,2.67,0:10.14,2907,727712,681700,686487
5,8.16,2.86,0:11.03,6157,741238,726339,757135
