RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,1048710,2460209,3140079,109019,1769620,1387150,,,,62822.90
100,1,296,366.750,1.341,,,,,,,
100,2,1445,1951.349,1.815,,,,,,,
100,3,2031,2598.900,2.430,,,,,,,
100,4,2764,3417.896,5.253,,,,,,,
90,0,1048824,2074853,4047185,43,489.114,87.917,22,561774.2,120556451,392884.0
90,1,1873,2367.565,2.618,9,87.551,28.132,,,,
90,2,473,807.168,4.095,,,,,,,
90,3,1714,2428.166,1.960,,,,,,,
90,4,821,1077.085,2.806,,,,,,,
80,0,1048847,2093484,36588209,16,216.033,84.734,19,385244.8,19283885,395634.1
80,1,2091,2794.240,192.365,27,211.759,12.445,,,,
80,2,387,674.534,3.934,,,,,,,
80,3,2073,2746.263,32024.46,,,,,,,
80,4,1462,1891.048,3.170,9,66.854,2.925,,,,
70,0,1048771,2096893,3539664,17,243.811,104.643,17,371321.6,41017546,394967.5
70,1,1649,2001.366,1.881,,,,,,,
70,2,378,667.602,6.238,,,,,,,
70,3,1846,2429.920,2.049,,,,,,,
70,4,808,1052.766,2.545,,,,,,,
60,0,1048725,2094861,6672649,16,217.045,108.835,15,460448.1,101689078,385523.5
60,1,2528,3180.054,4.315,,,,,,,
60,2,365,619.980,3.466,,,,,,,
60,3,3202,4214.755,9.774,,,,,,,
60,4,1329,1655.162,1.679,,,,,,,
50,0,1048804,2075443,35018327,16,205.259,95.925,22,859716.9,546907884,378248.9
50,1,220,237.060,0.331,,,,,,,
50,2,707,1132.063,2.599,,,,,,,
50,3,2701,3703.879,4.234,,,,,,,
50,4,3130,3769.856,13.227,,,,,,,
40,0,1048861,2101170,3655828,17,156.583,26.925,12,284615.7,33665238,384197.0
40,1,1557,2041.771,3.217,16,112.569,2.835,,,,
40,2,278,540.822,2.046,,,,,,,
40,3,1370,1845.397,1.644,,,,,,,
40,4,417,527.721,1.839,,,,,,,
30,0,1048847,2100111,34299354,14,129.107,25.487,10,233792.8,77291467,378638.7
30,1,404,544.127,3.022,,,,,,,
30,2,411,809.371,3.795,16,111.575,1.621,,,,
30,3,2597,3685.282,5.215,,,,,,,
30,4,2567,3127.321,5.934,27,192.863,3.798,,,,
20,0,1048737,2109230,8640034,14,137.268,41.714,5,124655.1,50998581,377546.0
20,1,2072,2746.147,1.666,,,,,,,
20,2,834,1067.455,1.210,,,,,,,
20,3,2927,3847.802,2.931,,,,,,,
20,4,1760,2114.683,1.515,8,62.096,5.835,,,,
10,0,1048997,2103804,8964888,14,159.592,80.048,3,60223.73,7952675,375272.6
10,1,1475,1825.505,1.938,,,,,,,
10,2,706,979.219,2.372,,,,,,,
10,3,1493,1927.465,2.479,,,,,,,
10,4,1413,1944.586,3.486,,,,,,,
5,0,1049078,2111811,3444049,14,132.866,65.369,,,,372891.9
5,1,78,89.805,0.454,,,,,,,
5,2,2395,3205.588,9.409,8,60.203,4.008,,,,
5,3,2570,3747.244,6.074,16,115.274,3.027,,,,
5,4,2179,2950.182,38.649,28,202.979,8.165,,,,
