RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.83,0.19,0:07.03,11,101175,1187,48
90,6.62,0.23,0:06.85,1121,112305,53972,41519
80,6.48,0.37,0:06.86,1032,112193,61580,49370
70,6.57,0.36,0:06.93,557,109363,66826,58850
60,6.61,0.30,0:06.91,401,105968,66893,65576
50,6.69,0.50,0:07.20,3790,207398,120183,73156
40,6.99,1.45,0:08.45,10616,541507,500951,466207
30,7.17,1.39,0:08.57,206,532954,535662,580792
20,7.13,1.46,0:08.59,31,533046,535750,585184
10,7.52,1.86,0:09.38,22077,578255,560280,607544
5,7.95,2.38,0:10.33,32499,654048,628930,1082684
