RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,669090,897376.8,142632.3,7721,50009.94,42.373,,,,40395.77
100,1,564,1009.574,7.137,16,132.725,97.181,,,,
100,2,450,871.772,7.447,30,219.143,34.957,,,,
100,3,382,622.175,2.909,,,,,,,
100,4,399,591.625,0.941,,,,,,,
90,0,786586,1144393,11523621,7,82.263,79.296,9,198373.5,96218066,304285.4
90,1,106,131.210,0.534,,,,,,,
90,2,198,322.164,1.398,,,,,,,
90,3,336,519.628,0.919,,,,,,,
90,4,207,264.924,0.412,,,,,,,
80,0,786602,1192845,34961860,7,48.071,1.447,10,125806.3,25272196,318980.0
80,1,241,422.586,10.519,6,86.347,133.622,,,,
80,2,472,737.871,3.264,,,,,,,
80,3,387,659.713,2.068,,,,,,,
80,4,287,439.383,1.677,,,,,,,
70,0,786625,1236612,6608360,12,92.132,1.848,1,6773.000,0.000,348973.0
70,1,361,582.293,1.192,,,,,,,
70,2,454,660.505,0.812,,,,,,,
70,3,474,637.080,1.216,,,,,,,
70,4,599,903.988,1.148,,,,,,,
60,0,995273,1449085,619346.5,19,149.872,44.525,12,384446.5,765048016,473533.9
60,1,258,418.249,1.279,,,,,,,
60,2,423,661.061,2.088,,,,,,,
60,3,112,186.848,2.787,,,,,,,
60,4,181,309.891,1.018,,,,,,,
50,0,1048723,1558962,1512927,57,429.151,42.780,12,237376.5,133445511,513732.5
50,1,310,617.906,11.608,16,123.896,74.766,,,,
50,2,379,731.381,4.362,27,166.989,3.577,,,,
50,3,108,160.492,0.772,,,,,,,
50,4,146,202.831,0.948,,,,,,,
40,0,1048725,1612955,1967783,17,149.178,44.210,9,208624.0,11628568,527795.8
40,1,278,582.589,11.954,16,128.591,92.331,,,,
40,2,189,305.772,2.247,,,,,,,
40,3,242,358.907,1.040,,,,,,,
40,4,76,106.262,1.431,,,,,,,
30,0,1048760,1633429,1665633,17,143.814,33.987,8,124500.8,41428395,527309.5
30,1,485,931.245,5.422,15,117.236,69.545,,,,
30,2,587,630.055,1.678,,,,,,,
30,3,293,421.849,0.977,,,,,,,
30,4,140,190.768,0.851,,,,,,,
20,0,1048652,1633489,754859.8,17,125.591,17.868,3,30788.38,29684674,512090.3
20,1,110,181.326,1.793,,,,,,,
20,2,176,255.378,1.746,,,,,,,
20,3,109,153.993,0.440,,,,,,,
20,4,72,134.185,0.765,,,,,,,
10,0,1048719,1654209,1311676,17,138.222,31.285,2,20721.79,1114873,515861.9
10,1,118,181.019,1.108,,,,,,,
10,2,481,644.281,1.089,,,,,,,
10,3,184,244.702,1.089,,,,,,,
10,4,270,492.783,6.289,,,,,,,
5,0,1048727,1654145,1266522,17,131.634,14.258,1,2739.335,0.000,512833.2
5,1,112,222.010,5.973,,,,,,,
5,2,416,585.308,1.092,,,,,,,
5,3,196,510.154,12.467,33,223.610,15.955,,,,
5,4,296,550.713,7.005,18,140.829,41.671,,,,
