RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,524801,53
90,970739,249
80,1049263,54
70,864420,59
60,1120083,60
50,1155023,60
40,1197198,57
30,1238621,59
20,1262933,59
