RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.06,0.16,0:04.23,0,104858,0,0
90,4.16,0.32,0:04.49,5319,109444,89087,57372
80,4.20,0.48,0:04.70,4066,109419,186329,161064
70,4.24,0.56,0:04.83,6109,111236,225124,217049
60,4.28,0.58,0:04.89,4618,113245,226519,222589
50,4.31,0.80,0:05.16,16273,128236,272505,259853
40,4.66,1.79,0:06.48,69462,277614,668394,639869
30,4.97,2.45,0:07.92,6229,787397,1759487,1870855
20,4.87,2.81,0:08.35,6587,803849,1867805,1981670
10,5.55,6.83,0:16.09,13080,2254036,3668943,4445274
5,5.54,6.69,0:16.67,4216,2389587,3751765,4666279
