RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,275621,343
90,1231354,165505
80,1464807,306387
70,1688090,335032
60,1800237,324044
50,1974890,313216
40,2106431,317238
30,2642875,295643
20,3198394,301841
10,3877361,296504
5,4529157,305356
