RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.12,0:02.13,0,100521,0,0
90,3.89,0.50,0:02.40,40072,112736,61829,44123
80,3.88,0.57,0:02.43,45521,113042,70491,51153
70,3.86,0.68,0:02.49,56098,123373,78197,63897
60,3.90,0.74,0:02.54,63850,118827,78140,69619
50,4.04,0.78,0:02.64,66189,171640,108337,76184
40,4.86,2.60,0:04.00,173377,1027287,604816,514749
30,4.81,3.52,0:04.51,248070,1098398,689819,751600
20,4.65,3.56,0:04.50,255258,1126474,708561,794908
10,4.76,3.67,0:04.65,262728,1120112,709771,798493
5,5.45,3.92,0:05.12,278314,1133064,726463,799377
