RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.73,1.05,0:03.79,528,610234,87219,2043
90,2.63,2.88,0:05.52,153552,895240,534470,514883
80,2.56,2.99,0:05.56,165240,883555,534633,531551
70,2.57,2.84,0:05.42,149805,898991,534631,531548
60,2.64,2.97,0:05.62,150344,898457,534626,531553
50,2.54,2.96,0:05.50,154912,893894,534637,531560
40,2.53,3.03,0:05.57,159561,889247,534634,531556
30,2.54,3.00,0:05.55,153322,895486,534640,531571
20,2.58,3.03,0:05.61,158512,890300,534631,531561
10,2.75,2.70,0:05.45,147716,901099,534639,531568
5,2.61,2.78,0:05.40,166325,882491,534630,531563
