RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,615295,804091.3,141063.9,1966,13349.08,2.711,,,,37708.92
100,1,6532,9750.765,26.651,16,120.953,57.388,,,,
100,2,7010,10606.18,59.829,30,180.799,6.568,,,,
100,3,8310,11925.00,393.870,,,,,,,
100,4,7006,10844.01,71.164,,,,,,,
90,0,1049036,1630756,4614817,53,391.724,41.009,16,317795.3,133392927,550963.8
90,1,8604,12729.52,157.358,,,,,,,
90,2,8288,12002.07,35.667,,,,,,,
90,3,8353,12525.71,139.045,,,,,,,
90,4,9780,14756.84,179.002,,,,,,,
80,0,1048967,1642712,2553087,48,358.697,37.110,17,359885.9,121937056,553339.0
80,1,9358,14431.37,116.972,16,120.812,42.804,,,,
80,2,10355,16050.27,53.788,,,,,,,
80,3,9159,13487.76,70.036,,,,,,,
80,4,10140,16145.02,61.225,,,,,,,
70,0,1049069,1691950,4141254,47,317.177,24.693,12,147786.3,17950453,569875.8
70,1,9655,15294.31,71.787,16,123.824,48.609,,,,
70,2,10294,15661.80,84.288,30,190.358,4.675,,,,
70,3,9092,13907.29,183.718,,,,,,,
70,4,8663,14074.30,90.967,,,,,,,
60,0,1048854,1705497,4114820,47,331.952,33.384,6,77620.63,28043950,565865.5
60,1,9725,14461.33,2784.991,16,116.782,38.542,,,,
60,2,9203,14671.56,68.044,29,175.420,3.179,,,,
60,3,11408,16925.24,216.029,2,38.039,354.818,,,,
60,4,8763,13428.38,47.592,,,,,,,
50,0,1048861,1625954,1215362,47,336.392,41.380,10,269473.4,248378813,524197.5
50,1,9751,15345.04,311.042,,,,,,,
50,2,9029,13582.82,37.348,,,,,,,
50,3,10281,15894.19,67.160,,,,,,,
50,4,10235,16032.08,123.449,,,,,,,
40,0,1049009,1642955,4783990,79,539.056,21.609,9,219856.9,17849540,520854.9
40,1,9391,15300.39,75.208,,,,,,,
40,2,8888,14516.79,93.580,,,,,,,
40,3,9099,13513.59,132.074,,,,,,,
40,4,8952,13664.62,53.912,,,,,,,
30,0,1048939,1689750,40607912,47,337.943,48.547,3,30707.99,5756437,534238.1
30,1,7496,12210.96,408.970,,,,,,,
30,2,8482,13055.49,44.298,,,,,,,
30,3,8445,12801.69,66.042,16,132.655,52.122,,,,
30,4,7403,10787.33,35.016,,,,,,,
20,0,1048865,1687584,1122145,47,359.935,45.869,3,25781.07,6291651,517305.0
20,1,7461,11483.84,36.104,,,,,,,
20,2,7110,10428.78,33.274,,,,,,,
20,3,6683,9510.567,63.770,,,,,,,
20,4,6178,9405.597,21.619,,,,,,,
10,0,1049008,1693728,1122770,45,293.331,18.551,1,8612.449,0.000,512864.3
10,1,6567,10432.98,591.073,16,96.813,1.809,,,,
10,2,6854,10679.07,29.618,29,187.737,5.762,,,,
10,3,7066,10517.80,40.407,,,,,,,
10,4,7559,11072.51,96.483,,,,,,,
5,0,1048869,1693589,886373.7,47,371.838,68.730,,,,507312.5
5,1,5982,9257.388,52.755,,,,,,,
5,2,7628,12007.69,64.448,6,40.777,3.994,,,,
5,3,7745,11297.38,36.049,,,,,,,
5,4,8053,11977.31,317.645,,,,,,,
