RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.84,0.13,0:03.98,0,104761,0,0
90,3.84,0.31,0:04.16,14297,111948,26139,16717
80,3.80,0.70,0:04.51,51182,116430,77882,56830
70,3.62,0.92,0:04.54,67359,118639,79477,76281
60,3.64,0.89,0:04.54,74558,118387,81311,82053
50,3.78,1.03,0:04.82,89179,156879,109809,105706
40,3.99,1.79,0:05.90,123232,428682,268982,256657
30,4.12,3.88,0:08.47,221497,1073131,656544,712540
20,4.21,4.05,0:08.75,230567,1113010,688904,762299
10,4.57,8.03,0:14.01,460199,2146945,1267502,1498920
5,4.53,8.13,0:14.03,454174,2211831,1283220,1630674
