RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105011,0
90,126804,14309
80,168293,51215
70,187089,67379
60,193634,74572
50,249306,89196
40,591910,123252
30,1475533,221520
20,1526208,230580
10,3008575,460217
5,3079200,454185
