RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.30,0.92,0:03.22,6535,780032,303679,24244
90,2.30,1.25,0:03.56,32861,753708,399881,283232
80,2.31,1.28,0:03.60,32856,753713,446676,283905
70,2.40,1.25,0:03.66,32806,753768,498481,284648
60,2.51,1.73,0:04.24,70494,924778,564373,491925
50,2.53,1.81,0:04.34,87340,961390,565549,560518
40,2.52,1.89,0:04.41,91577,957149,565586,563048
30,2.58,1.84,0:04.42,95390,953337,565590,563033
20,2.54,4.38,0:06.93,524300,524432,565589,563025
10,2.62,1.78,0:04.41,90467,958260,565589,563035
5,2.65,4.23,0:06.88,524168,524562,565583,563013
