RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.78,0.15,0:02.39,0,101063,0,0
90,7.72,0.82,0:02.54,41392,127803,65413,42284
80,7.53,0.65,0:02.47,47383,119985,69043,48297
70,7.86,0.68,0:02.59,57214,110770,67628,58264
60,7.86,0.79,0:02.60,64099,152511,90331,65442
50,8.28,0.83,0:02.70,67197,162061,96907,69897
40,9.34,3.19,0:03.59,184072,803753,464701,491784
30,9.72,3.35,0:03.84,210848,863445,520097,576743
20,9.36,3.83,0:03.88,237510,864891,535498,596288
10,9.76,4.04,0:04.06,250057,861810,538265,607741
5,12.93,8.85,0:06.84,762076,1175760,570744,799834
