RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.53,1.16,0:03.70,1943,641661,120484,2827
90,2.48,1.68,0:04.16,7,527555,385869,266597
80,2.47,1.82,0:04.30,7,528091,452439,267046
70,2.45,1.86,0:04.32,12,528606,494182,267334
60,2.43,2.31,0:04.75,265,529133,534090,477785
50,2.43,2.23,0:04.67,234,529817,534585,528501
40,2.39,2.27,0:04.67,18,529658,534610,531531
30,2.53,2.03,0:04.56,18,529658,534611,531529
20,2.52,2.19,0:04.71,18,529658,534600,531524
10,2.69,1.94,0:04.63,17,529661,534612,531531
5,2.54,2.12,0:04.67,18,529658,534609,531531
