RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105132,0
90,127728,13806
80,168722,51486
70,190412,69604
60,197338,74599
50,250642,88373
40,641068,122163
30,1466748,216886
20,1525006,228544
10,3043867,483141
5,3121648,461402
