RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.93,0.19,0:06.12,0,105103,0,0
90,5.97,0.33,0:06.31,6178,122661,39378,24651
80,5.92,0.40,0:06.32,4543,127208,70272,54137
70,5.92,0.40,0:06.33,4474,112822,70421,69209
60,5.98,0.37,0:06.36,3320,108685,70499,73465
50,6.06,0.36,0:06.43,3548,124791,78844,74268
40,6.23,1.38,0:07.62,39622,474343,358761,222631
30,6.72,1.82,0:08.55,4756,650442,631475,671768
20,6.89,1.76,0:08.65,6015,656896,650245,700090
10,7.18,4.32,0:11.50,157575,1200479,1208739,1409380
5,7.06,3.42,0:10.49,3786,1201950,1209875,1527392
