RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.85,0.15,0:04.01,0,104760,0,0
90,3.90,0.21,0:04.12,5151,121438,26676,16858
80,3.85,0.27,0:04.13,4253,156546,63232,54634
70,3.70,0.39,0:04.10,4733,172411,74478,72472
60,3.67,0.38,0:04.06,3726,177774,75184,78324
50,3.77,0.46,0:04.23,15225,196066,91202,91158
40,3.97,1.26,0:05.24,68030,425189,235620,226579
30,4.33,1.96,0:06.30,20040,1268694,650044,671353
20,4.24,2.28,0:06.54,32546,1294991,681855,742217
10,4.75,3.90,0:08.69,37880,2625467,1281375,1543003
5,4.77,3.92,0:08.73,36704,2629010,1282833,1613561
