RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.16,0.97,0:07.13,313,678626,3297,1164
90,6.12,1.01,0:07.14,30,689364,156388,27535
80,6.11,1.11,0:07.23,307,692309,286967,32258
70,6.20,1.19,0:07.39,452,694915,344186,42351
60,6.26,1.42,0:07.69,11534,706837,497644,107809
50,6.32,1.50,0:07.83,4832,720114,660806,202549
40,6.35,1.83,0:08.20,10166,733583,812069,460683
30,6.37,2.07,0:08.46,14603,736662,913077,685864
20,6.48,2.17,0:08.66,5702,733275,1037409,861867
